cveID,vendorProject,product,cwes,CWE_Name,dateAdded,dueDate,attack_vector,CWE_Likelihood,attack_complexity,cvss_score,severity,knownRansomwareCampaignUse,likelihood_prob,complexity_prob,ransomware_probability,risk_category
CVE-2021-44168,Fortinet,FortiOS,CWE-494,Download of Code Without Integrity Check,2021-12-10,2021-12-24,LOCAL,Medium,LOW,7.8,HIGH,Unknown,0.6,0.9,0.72,High
CVE-2017-17562,Embedthis,GoAhead,CWE-20,Improper Input Validation,2021-12-10,2022-06-10,NETWORK,High,HIGH,8.1,HIGH,Unknown,0.9,0.3,0.66,Medium
CVE-2017-12149,Red Hat,JBoss Application Server,CWE-502,Deserialization of Untrusted Data,2021-12-10,2022-06-10,NETWORK,Medium,LOW,9.8,CRITICAL,Known,0.6,0.9,0.72,High
CVE-2010-1871,Red Hat,JBoss Seam 2,CWE-20,Improper Input Validation,2021-12-10,2022-06-10,NETWORK,High,LOW,8.8,HIGH,Unknown,0.9,0.9,0.9,High
CVE-2020-17463,Fuel CMS,Fuel CMS,CWE-89,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),2021-12-10,2022-06-10,NETWORK,High,LOW,9.8,CRITICAL,Unknown,0.9,0.9,0.9,High
CVE-2020-8816,Pi-hole,AdminLTE,CWE-78,Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection'),2021-12-10,2022-06-10,NETWORK,High,LOW,7.2,HIGH,Unknown,0.9,0.9,0.9,High
CVE-2019-10758,MongoDB,mongo-express,,,2021-12-10,2022-06-10,NETWORK,,LOW,9.9,CRITICAL,Unknown,0.1,0.9,0.42,Medium
CVE-2021-44228,Apache,Log4j2,"CWE-20, CWE-400, CWE-502",,2021-12-10,2021-12-24,NETWORK,,LOW,10.0,CRITICAL,Known,0.1,0.9,0.42,Medium
CVE-2020-11261,Qualcomm,"Snapdragon Auto, Snapdragon Compute, Snapdragon Connectivity, Snapdragon Consumer IOT, Snapdragon Industrial IOT, Snapdragon Mobile, Snapdragon Voice & Music, Snapdragon Wearables",CWE-20,Improper Input Validation,2021-12-01,2022-06-01,LOCAL,High,LOW,7.8,HIGH,Unknown,0.9,0.9,0.9,High
CVE-2018-14847,MikroTik,RouterOS,CWE-22,Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),2021-12-01,2022-06-01,NETWORK,High,NETWORK,6.4,MEDIUM,Unknown,0.9,0.1,0.58,Medium
CVE-2021-37415,Zoho,ManageEngine ServiceDesk Plus (SDP),CWE-306,Missing Authentication for Critical Function,2021-12-01,2021-12-15,NETWORK,High,LOW,9.8,CRITICAL,Unknown,0.9,0.9,0.9,High
CVE-2021-40438,Apache,Apache,CWE-918,Server-Side Request Forgery (SSRF),2021-12-01,2021-12-15,NETWORK,,HIGH,9.0,CRITICAL,Unknown,0.1,0.3,0.18,Low
CVE-2021-44077,Zoho,ManageEngine ServiceDesk Plus (SDP) / SupportCenter Plus,CWE-306,Missing Authentication for Critical Function,2021-12-01,2021-12-15,NETWORK,High,LOW,9.8,CRITICAL,Unknown,0.9,0.9,0.9,High
CVE-2021-22204,Perl,Exiftool,CWE-95,Improper Neutralization of Directives in Dynamically Evaluated Code ('Eval Injection'),2021-11-17,2021-12-01,LOCAL,Medium,LOW,7.8,HIGH,Unknown,0.6,0.9,0.72,High
CVE-2021-40449,Microsoft,Windows,CWE-416,Use After Free,2021-11-17,2021-12-01,LOCAL,High,LOW,7.8,HIGH,Known,0.9,0.9,0.9,High
CVE-2021-42321,Microsoft,Exchange,"CWE-184, CWE-502",,2021-11-17,2021-12-01,NETWORK,,LOW,8.8,HIGH,Known,0.1,0.9,0.42,Medium
CVE-2021-42292,Microsoft,Office,CWE-357,Insufficient UI Warning of Dangerous Operations,2021-11-17,2021-12-01,LOCAL,,LOW,7.8,HIGH,Unknown,0.1,0.9,0.42,Medium
CVE-2021-27104,Accellion,FTA,"CWE-20, CWE-78",,2021-11-03,2021-11-17,NETWORK,,LOW,9.8,CRITICAL,Known,0.1,0.9,0.42,Medium
CVE-2021-27102,Accellion,FTA,"CWE-20, CWE-78",,2021-11-03,2021-11-17,LOCAL,,LOW,7.8,HIGH,Known,0.1,0.9,0.42,Medium
CVE-2021-27101,Accellion,FTA,"CWE-89, CWE-138",,2021-11-03,2021-11-17,NETWORK,,LOW,9.8,CRITICAL,Known,0.1,0.9,0.42,Medium
CVE-2021-27103,Accellion,FTA,CWE-918,Server-Side Request Forgery (SSRF),2021-11-03,2021-11-17,NETWORK,,LOW,9.8,CRITICAL,Known,0.1,0.9,0.42,Medium
CVE-2021-21017,Adobe,Acrobat and Reader,CWE-122,Heap-based Buffer Overflow,2021-11-03,2021-11-17,NETWORK,High,LOW,8.8,HIGH,Unknown,0.9,0.9,0.9,High
CVE-2021-28550,Adobe,Acrobat and Reader,CWE-416,Use After Free,2021-11-03,2021-11-17,NETWORK,High,LOW,8.8,HIGH,Unknown,0.9,0.9,0.9,High
CVE-2018-4939,Adobe,ColdFusion,CWE-502,Deserialization of Untrusted Data,2021-11-03,2022-05-03,NETWORK,Medium,LOW,9.8,CRITICAL,Unknown,0.6,0.9,0.72,High
CVE-2018-15961,Adobe,ColdFusion,CWE-434,Unrestricted Upload of File with Dangerous Type,2021-11-03,2022-05-03,NETWORK,Medium,LOW,9.8,CRITICAL,Unknown,0.6,0.9,0.72,High
CVE-2018-4878,Adobe,Flash Player,CWE-416,Use After Free,2021-11-03,2022-05-03,NETWORK,High,LOW,9.8,CRITICAL,Known,0.9,0.9,0.9,High
CVE-2020-5735,Amcrest,Cameras and Network Video Recorder (NVR),CWE-121,Stack-based Buffer Overflow,2021-11-03,2022-05-03,NETWORK,High,LOW,8.8,HIGH,Unknown,0.9,0.9,0.9,High
CVE-2019-2215,Android,Android Kernel,CWE-416,Use After Free,2021-11-03,2022-05-03,LOCAL,High,LOW,7.8,HIGH,Unknown,0.9,0.9,0.9,High
CVE-2020-0041,Android,Android Kernel,CWE-20,Improper Input Validation,2021-11-03,2022-05-03,LOCAL,High,LOW,7.8,HIGH,Unknown,0.9,0.9,0.9,High
CVE-2020-0069,MediaTek,Multiple Chipsets,CWE-787,Out-of-bounds Write,2021-11-03,2022-05-03,LOCAL,High,LOW,7.8,HIGH,Unknown,0.9,0.9,0.9,High
CVE-2017-9805,Apache,Struts,CWE-502,Deserialization of Untrusted Data,2021-11-03,2022-05-03,NETWORK,Medium,HIGH,8.1,HIGH,Unknown,0.6,0.3,0.48,Medium
CVE-2021-42013,Apache,HTTP Server,CWE-22,Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),2021-11-03,2021-11-17,NETWORK,High,LOW,9.8,CRITICAL,Known,0.9,0.9,0.9,High
CVE-2021-41773,Apache,HTTP Server,CWE-22,Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),2021-11-03,2021-11-17,NETWORK,High,LOW,7.5,HIGH,Known,0.9,0.9,0.9,High
CVE-2019-0211,Apache,HTTP Server,CWE-416,Use After Free,2021-11-03,2022-05-03,LOCAL,High,LOW,7.8,HIGH,Unknown,0.9,0.9,0.9,High
CVE-2016-4437,Apache,Shiro,CWE-284,Improper Access Control,2021-11-03,2022-05-03,NETWORK,,LOW,9.8,CRITICAL,Unknown,0.1,0.9,0.42,Medium
CVE-2019-17558,Apache,Solr,CWE-74,Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection'),2021-11-03,2022-05-03,NETWORK,High,HIGH,7.5,HIGH,Unknown,0.9,0.3,0.66,Medium
CVE-2020-17530,Apache,Struts,CWE-917,Improper Neutralization of Special Elements used in an Expression Language Statement ('Expression Language Injection'),2021-11-03,2022-05-03,NETWORK,,LOW,9.8,CRITICAL,Unknown,0.1,0.9,0.42,Medium
CVE-2017-5638,Apache,Struts,CWE-20,Improper Input Validation,2021-11-03,2022-05-03,NETWORK,High,LOW,9.8,CRITICAL,Known,0.9,0.9,0.9,High
CVE-2018-11776,Apache,Struts,CWE-20,Improper Input Validation,2021-11-03,2022-05-03,NETWORK,High,HIGH,8.1,HIGH,Unknown,0.9,0.3,0.66,Medium
CVE-2021-30858,Apple,"iOS, iPadOS, and macOS",CWE-416,Use After Free,2021-11-03,2021-11-17,NETWORK,High,LOW,8.8,HIGH,Unknown,0.9,0.9,0.9,High
CVE-2019-6223,Apple,iOS and macOS,,,2021-11-03,2022-05-03,NETWORK,,NETWORK,5.0,MEDIUM,Unknown,0.1,0.1,0.1,Low
CVE-2021-30860,Apple,Multiple Products,"CWE-20, CWE-190",,2021-11-03,2021-11-17,LOCAL,,LOW,7.8,HIGH,Unknown,0.1,0.9,0.42,Medium
CVE-2020-27930,Apple,Multiple Products,CWE-787,Out-of-bounds Write,2021-11-03,2022-05-03,LOCAL,High,LOW,7.8,HIGH,Unknown,0.9,0.9,0.9,High
CVE-2021-30807,Apple,Multiple Products,CWE-787,Out-of-bounds Write,2021-11-03,2021-11-17,LOCAL,High,LOW,7.8,HIGH,Unknown,0.9,0.9,0.9,High
CVE-2020-27950,Apple,Multiple Products,CWE-665,Improper Initialization,2021-11-03,2022-05-03,LOCAL,Medium,LOW,5.5,MEDIUM,Unknown,0.6,0.9,0.72,High
CVE-2020-27932,Apple,Multiple Products,CWE-843,Access of Resource Using Incompatible Type ('Type Confusion'),2021-11-03,2022-05-03,LOCAL,,LOW,7.8,HIGH,Unknown,0.1,0.9,0.42,Medium
CVE-2020-9818,Apple,"iOS, iPadOS, and watchOS",CWE-787,Out-of-bounds Write,2021-11-03,2022-05-03,NETWORK,High,LOW,8.8,HIGH,Unknown,0.9,0.9,0.9,High
CVE-2020-9819,Apple,"iOS, iPadOS, and watchOS",CWE-787,Out-of-bounds Write,2021-11-03,2022-05-03,NETWORK,High,LOW,4.3,MEDIUM,Unknown,0.9,0.9,0.9,High
CVE-2021-30762,Apple,iOS,CWE-416,Use After Free,2021-11-03,2021-11-17,NETWORK,High,LOW,8.8,HIGH,Unknown,0.9,0.9,0.9,High
CVE-2021-1782,Apple,Multiple Products,"CWE-362, CWE-667",,2021-11-03,2021-11-17,LOCAL,,HIGH,7.0,HIGH,Unknown,0.1,0.3,0.18,Low
CVE-2021-1870,Apple,"iOS, iPadOS, and macOS",CWE-1173,Improper Use of Validation Framework,2021-11-03,2021-11-17,NETWORK,,LOW,9.8,CRITICAL,Unknown,0.1,0.9,0.42,Medium
CVE-2021-1871,Apple,"iOS, iPadOS, and macOS",CWE-1173,Improper Use of Validation Framework,2021-11-03,2021-11-17,NETWORK,,LOW,9.8,CRITICAL,Unknown,0.1,0.9,0.42,Medium
CVE-2021-1879,Apple,"iOS, iPadOS, and watchOS",CWE-79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),2021-11-03,2021-11-17,NETWORK,High,LOW,6.1,MEDIUM,Unknown,0.9,0.9,0.9,High
CVE-2021-30661,Apple,Multiple Products,CWE-416,Use After Free,2021-11-03,2021-11-17,NETWORK,High,LOW,8.8,HIGH,Unknown,0.9,0.9,0.9,High
CVE-2021-30666,Apple,iOS,CWE-119,Improper Restriction of Operations within the Bounds of a Memory Buffer,2021-11-03,2021-11-17,NETWORK,High,LOW,8.8,HIGH,Unknown,0.9,0.9,0.9,High
CVE-2021-30713,Apple,macOS,CWE-862,Missing Authorization,2021-11-03,2021-11-17,LOCAL,High,LOW,7.8,HIGH,Unknown,0.9,0.9,0.9,High
CVE-2021-30657,Apple,macOS,CWE-862,Missing Authorization,2021-11-03,2021-11-17,LOCAL,High,LOW,5.5,MEDIUM,Unknown,0.9,0.9,0.9,High
CVE-2021-30665,Apple,Multiple Products,CWE-787,Out-of-bounds Write,2021-11-03,2021-11-17,NETWORK,High,LOW,8.8,HIGH,Unknown,0.9,0.9,0.9,High
CVE-2021-30663,Apple,Multiple Products,"CWE-20, CWE-190",,2021-11-03,2021-11-17,NETWORK,,LOW,8.8,HIGH,Unknown,0.1,0.9,0.42,Medium
CVE-2021-30761,Apple,iOS,CWE-787,Out-of-bounds Write,2021-11-03,2021-11-17,NETWORK,High,LOW,8.8,HIGH,Unknown,0.9,0.9,0.9,High
CVE-2021-30869,Apple,"iOS, iPadOS, and macOS",CWE-843,Access of Resource Using Incompatible Type ('Type Confusion'),2021-11-03,2021-11-17,LOCAL,,LOW,7.8,HIGH,Unknown,0.1,0.9,0.42,Medium
CVE-2020-9859,Apple,Multiple Products,CWE-415,Double Free,2021-11-03,2022-05-03,LOCAL,High,LOW,7.8,HIGH,Unknown,0.9,0.9,0.9,High
CVE-2021-20090,Arcadyan,Buffalo Firmware,CWE-22,Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),2021-11-03,2021-11-17,NETWORK,High,LOW,9.8,CRITICAL,Unknown,0.9,0.9,0.9,High
CVE-2021-27562,Arm,Trusted Firmware,CWE-787,Out-of-bounds Write,2021-11-03,2021-11-17,LOCAL,High,LOW,5.5,MEDIUM,Unknown,0.9,0.9,0.9,High
CVE-2021-28664,Arm,Mali Graphics Processing Unit (GPU),CWE-787,Out-of-bounds Write,2021-11-03,2021-11-17,NETWORK,High,LOW,8.8,HIGH,Unknown,0.9,0.9,0.9,High
CVE-2021-28663,Arm,Mali Graphics Processing Unit (GPU),CWE-416,Use After Free,2021-11-03,2021-11-17,NETWORK,High,LOW,8.8,HIGH,Unknown,0.9,0.9,0.9,High
CVE-2019-3398,Atlassian,Confluence Server and Data Center,CWE-22,Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),2021-11-03,2022-05-03,NETWORK,High,LOW,8.8,HIGH,Unknown,0.9,0.9,0.9,High
CVE-2021-26084,Atlassian,Confluence Server and Data Center,CWE-917,Improper Neutralization of Special Elements used in an Expression Language Statement ('Expression Language Injection'),2021-11-03,2021-11-17,NETWORK,,LOW,9.8,CRITICAL,Known,0.1,0.9,0.42,Medium
CVE-2019-11580,Atlassian,Crowd and Crowd Data Center,,,2021-11-03,2022-05-03,NETWORK,,LOW,9.8,CRITICAL,Unknown,0.1,0.9,0.42,Medium
CVE-2019-3396,Atlassian,Confluence Server and Data Server,CWE-22,Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),2021-11-03,2022-05-03,NETWORK,High,LOW,9.8,CRITICAL,Known,0.9,0.9,0.9,High
CVE-2021-42258,BQE,BillQuick Web Suite,CWE-89,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),2021-11-03,2021-11-17,NETWORK,High,LOW,9.8,CRITICAL,Known,0.9,0.9,0.9,High
CVE-2020-3452,Cisco,Adaptive Security Appliance (ASA) and Firepower Threat Defense (FTD),CWE-20,Improper Input Validation,2021-11-03,2022-05-03,NETWORK,High,LOW,7.5,HIGH,Unknown,0.9,0.9,0.9,High
CVE-2020-3580,Cisco,Adaptive Security Appliance (ASA) and Firepower Threat Defense (FTD),CWE-79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),2021-11-03,2022-05-03,NETWORK,High,LOW,6.1,MEDIUM,Known,0.9,0.9,0.9,High
CVE-2021-1497,Cisco,HyperFlex HX,CWE-78,Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection'),2021-11-03,2021-11-17,NETWORK,High,LOW,9.8,CRITICAL,Unknown,0.9,0.9,0.9,High
CVE-2021-1498,Cisco,HyperFlex HX,CWE-78,Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection'),2021-11-03,2021-11-17,NETWORK,High,LOW,9.8,CRITICAL,Unknown,0.9,0.9,0.9,High
CVE-2018-0171,Cisco,IOS and IOS XE,CWE-20,Improper Input Validation,2021-11-03,2022-05-03,NETWORK,High,LOW,9.8,CRITICAL,Unknown,0.9,0.9,0.9,High
CVE-2020-3118,Cisco,IOS XR,CWE-134,Use of Externally-Controlled Format String,2021-11-03,2022-05-03,ADJACENT_NETWORK,High,LOW,8.8,HIGH,Unknown,0.9,0.9,0.9,High
CVE-2020-3566,Cisco,IOS XR,CWE-400,Uncontrolled Resource Consumption,2021-11-03,2022-05-03,NETWORK,High,LOW,8.6,HIGH,Unknown,0.9,0.9,0.9,High
CVE-2020-3569,Cisco,IOS XR,CWE-400,Uncontrolled Resource Consumption,2021-11-03,2022-05-03,NETWORK,High,LOW,8.6,HIGH,Unknown,0.9,0.9,0.9,High
CVE-2020-3161,Cisco,Cisco IP Phones,CWE-20,Improper Input Validation,2021-11-03,2022-05-03,NETWORK,High,LOW,9.8,CRITICAL,Unknown,0.9,0.9,0.9,High
CVE-2019-1653,Cisco,Small Business RV320 and RV325 Routers,CWE-284,Improper Access Control,2021-11-03,2022-05-03,NETWORK,,LOW,7.5,HIGH,Unknown,0.1,0.9,0.42,Medium
CVE-2018-0296,Cisco,Adaptive Security Appliance (ASA),CWE-20,Improper Input Validation,2021-11-03,2022-05-03,NETWORK,High,LOW,7.5,HIGH,Unknown,0.9,0.9,0.9,High
CVE-2019-13608,Citrix,StoreFront Server,CWE-611,Improper Restriction of XML External Entity Reference,2021-11-03,2022-05-03,NETWORK,,NETWORK,5.0,MEDIUM,Known,0.1,0.1,0.1,Low
CVE-2020-8193,Citrix,"Application Delivery Controller (ADC), Gateway, and SD-WAN WANOP Appliance",CWE-284,Improper Access Control,2021-11-03,2022-05-03,NETWORK,,LOW,6.5,MEDIUM,Unknown,0.1,0.9,0.42,Medium
CVE-2020-8195,Citrix,"Application Delivery Controller (ADC), Gateway, and SD-WAN WANOP Appliance",CWE-20,Improper Input Validation,2021-11-03,2022-05-03,NETWORK,High,LOW,6.5,MEDIUM,Unknown,0.9,0.9,0.9,High
CVE-2020-8196,Citrix,"Application Delivery Controller (ADC), Gateway, and SD-WAN WANOP Appliance",CWE-284,Improper Access Control,2021-11-03,2022-05-03,NETWORK,,LOW,4.3,MEDIUM,Unknown,0.1,0.9,0.42,Medium
CVE-2019-19781,Citrix,"Application Delivery Controller (ADC), Gateway, and SD-WAN WANOP Appliance",CWE-22,Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),2021-11-03,2022-05-03,NETWORK,High,LOW,9.8,CRITICAL,Known,0.9,0.9,0.9,High
CVE-2019-11634,Citrix,Workspace Application and Receiver for Windows,,,2021-11-03,2022-05-03,NETWORK,,NETWORK,7.5,HIGH,Known,0.1,0.1,0.1,Low
CVE-2020-29557,D-Link,DIR-825 R1 Devices,CWE-119,Improper Restriction of Operations within the Bounds of a Memory Buffer,2021-11-03,2022-05-03,NETWORK,High,LOW,9.8,CRITICAL,Unknown,0.9,0.9,0.9,High
CVE-2020-25506,D-Link,DNS-320 Device,CWE-78,Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection'),2021-11-03,2022-05-03,NETWORK,High,LOW,9.8,CRITICAL,Unknown,0.9,0.9,0.9,High
CVE-2018-15811,DotNetNuke (DNN),DotNetNuke (DNN),CWE-326,Inadequate Encryption Strength,2021-11-03,2022-05-03,NETWORK,,LOW,7.5,HIGH,Unknown,0.1,0.9,0.42,Medium
CVE-2018-18325,DotNetNuke (DNN),DotNetNuke (DNN),CWE-326,Inadequate Encryption Strength,2021-11-03,2022-05-03,NETWORK,,LOW,7.5,HIGH,Unknown,0.1,0.9,0.42,Medium
CVE-2017-9822,DotNetNuke (DNN),DotNetNuke (DNN),CWE-20,Improper Input Validation,2021-11-03,2022-05-03,NETWORK,High,LOW,8.8,HIGH,Known,0.9,0.9,0.9,High
CVE-2019-15752,Docker,Desktop Community Edition,CWE-732,Incorrect Permission Assignment for Critical Resource,2021-11-03,2022-05-03,LOCAL,High,LOW,7.8,HIGH,Unknown,0.9,0.9,0.9,High
CVE-2020-8515,DrayTek,Multiple Vigor Routers,CWE-78,Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection'),2021-11-03,2022-05-03,NETWORK,High,LOW,9.8,CRITICAL,Unknown,0.9,0.9,0.9,High
CVE-2018-7600,Drupal,Drupal Core,CWE-20,Improper Input Validation,2021-11-03,2022-05-03,NETWORK,High,NETWORK,7.5,HIGH,Known,0.9,0.1,0.58,Medium
CVE-2021-22205,GitLab,Community and Enterprise Editions,"CWE-20, CWE-95",,2021-11-03,2021-11-17,NETWORK,,LOW,10.0,CRITICAL,Unknown,0.1,0.9,0.42,Medium
CVE-2018-6789,Exim,Exim,CWE-119,Improper Restriction of Operations within the Bounds of a Memory Buffer,2021-11-03,2022-05-03,NETWORK,High,LOW,9.8,CRITICAL,Known,0.9,0.9,0.9,High
CVE-2020-8657,EyesOfNetwork,EyesOfNetwork,CWE-798,Use of Hard-coded Credentials,2021-11-03,2022-05-03,NETWORK,High,LOW,9.8,CRITICAL,Unknown,0.9,0.9,0.9,High
CVE-2020-8655,EyesOfNetwork,EyesOfNetwork,CWE-269,Improper Privilege Management,2021-11-03,2022-05-03,LOCAL,Medium,LOW,7.8,HIGH,Unknown,0.6,0.9,0.72,High
CVE-2020-5902,F5,BIG-IP,CWE-22,Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),2021-11-03,2022-05-03,NETWORK,High,LOW,9.8,CRITICAL,Known,0.9,0.9,0.9,High
CVE-2021-22986,F5,BIG-IP and BIG-IQ Centralized Management,CWE-863,Incorrect Authorization,2021-11-03,2021-11-17,NETWORK,High,LOW,9.8,CRITICAL,Known,0.9,0.9,0.9,High
CVE-2021-35464,ForgeRock,Access Management (AM),CWE-502,Deserialization of Untrusted Data,2021-11-03,2021-11-17,NETWORK,Medium,LOW,9.8,CRITICAL,Known,0.6,0.9,0.72,High
CVE-2019-5591,Fortinet,FortiOS,CWE-306,Missing Authentication for Critical Function,2021-11-03,2022-05-03,ADJACENT_NETWORK,High,LOW,6.5,MEDIUM,Unknown,0.9,0.9,0.9,High
CVE-2020-12812,Fortinet,FortiOS,"CWE-178, CWE-287",,2021-11-03,2022-05-03,NETWORK,,LOW,9.8,CRITICAL,Known,0.1,0.9,0.42,Medium
CVE-2018-13379,Fortinet,FortiOS,CWE-22,Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),2021-11-03,2022-05-03,NETWORK,High,LOW,9.8,CRITICAL,Known,0.9,0.9,0.9,High
CVE-2020-16010,Google,Chrome for Android UI,CWE-787,Out-of-bounds Write,2021-11-03,2022-05-03,NETWORK,High,LOW,8.8,HIGH,Unknown,0.9,0.9,0.9,High
CVE-2020-15999,Google,Chrome FreeType,CWE-787,Out-of-bounds Write,2021-11-03,2021-11-17,NETWORK,High,LOW,6.5,MEDIUM,Unknown,0.9,0.9,0.9,High
CVE-2021-21166,Google,Chromium,"CWE-122, CWE-362",,2021-11-03,2021-11-17,NETWORK,,LOW,8.8,HIGH,Unknown,0.1,0.9,0.42,Medium
CVE-2020-16017,Google,Chrome,CWE-416,Use After Free,2021-11-03,2022-05-03,NETWORK,High,LOW,9.6,CRITICAL,Unknown,0.9,0.9,0.9,High
CVE-2021-37976,Google,Chromium,CWE-862,Missing Authorization,2021-11-03,2021-11-17,NETWORK,High,LOW,6.5,MEDIUM,Unknown,0.9,0.9,0.9,High
CVE-2020-16009,Google,Chromium V8,"CWE-787, CWE-843",,2021-11-03,2022-05-03,NETWORK,,LOW,8.8,HIGH,Unknown,0.1,0.9,0.42,Medium
CVE-2021-30632,Google,Chromium V8,CWE-122,Heap-based Buffer Overflow,2021-11-03,2021-11-17,NETWORK,High,LOW,8.8,HIGH,Unknown,0.9,0.9,0.9,High
CVE-2020-16013,Google,Chromium V8,CWE-787,Out-of-bounds Write,2021-11-03,2022-05-03,NETWORK,High,LOW,8.8,HIGH,Unknown,0.9,0.9,0.9,High
CVE-2021-30633,Google,Chromium Indexed DB API,CWE-416,Use After Free,2021-11-03,2021-11-17,NETWORK,High,LOW,9.6,CRITICAL,Unknown,0.9,0.9,0.9,High
CVE-2021-21148,Google,Chromium V8,CWE-122,Heap-based Buffer Overflow,2021-11-03,2021-11-17,NETWORK,High,LOW,8.8,HIGH,Unknown,0.9,0.9,0.9,High
CVE-2021-37973,Google,Chromium Portals,CWE-416,Use After Free,2021-11-03,2021-11-17,NETWORK,High,LOW,9.6,CRITICAL,Unknown,0.9,0.9,0.9,High
CVE-2021-30551,Google,Chromium V8,"CWE-122, CWE-843",,2021-11-03,2021-11-17,NETWORK,,LOW,8.8,HIGH,Unknown,0.1,0.9,0.42,Medium
CVE-2021-37975,Google,Chromium V8,CWE-416,Use After Free,2021-11-03,2021-11-17,NETWORK,High,LOW,8.8,HIGH,Unknown,0.9,0.9,0.9,High
CVE-2020-6418,Google,Chromium V8,CWE-843,Access of Resource Using Incompatible Type ('Type Confusion'),2021-11-03,2022-05-03,NETWORK,,LOW,8.8,HIGH,Unknown,0.1,0.9,0.42,Medium
CVE-2021-30554,Google,Chromium WebGL,CWE-416,Use After Free,2021-11-03,2021-11-17,NETWORK,High,LOW,8.8,HIGH,Unknown,0.9,0.9,0.9,High
CVE-2021-21206,Google,Chromium Blink,CWE-416,Use After Free,2021-11-03,2021-11-17,NETWORK,High,LOW,8.8,HIGH,Unknown,0.9,0.9,0.9,High
CVE-2021-38000,Google,Chromium Intents,CWE-20,Improper Input Validation,2021-11-03,2021-11-17,NETWORK,High,LOW,6.1,MEDIUM,Unknown,0.9,0.9,0.9,High
CVE-2021-38003,Google,Chromium V8,"CWE-122, CWE-755",,2021-11-03,2021-11-17,NETWORK,,LOW,8.8,HIGH,Unknown,0.1,0.9,0.42,Medium
CVE-2021-21224,Google,Chromium V8,CWE-843,Access of Resource Using Incompatible Type ('Type Confusion'),2021-11-03,2021-11-17,NETWORK,,LOW,8.8,HIGH,Unknown,0.1,0.9,0.42,Medium
CVE-2021-21193,Google,Chromium Blink,CWE-416,Use After Free,2021-11-03,2021-11-17,NETWORK,High,LOW,8.8,HIGH,Unknown,0.9,0.9,0.9,High
CVE-2021-21220,Google,Chromium V8,"CWE-20, CWE-122",,2021-11-03,2021-11-17,NETWORK,,LOW,8.8,HIGH,Unknown,0.1,0.9,0.42,Medium
CVE-2021-30563,Google,Chromium V8,"CWE-122, CWE-843",,2021-11-03,2021-11-17,NETWORK,,LOW,8.8,HIGH,Unknown,0.1,0.9,0.42,Medium
CVE-2020-4430,IBM,Data Risk Manager,CWE-22,Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),2021-11-03,2022-05-03,NETWORK,High,LOW,4.3,MEDIUM,Unknown,0.9,0.9,0.9,High
CVE-2020-4427,IBM,Data Risk Manager,,,2021-11-03,2022-05-03,NETWORK,,LOW,9.8,CRITICAL,Unknown,0.1,0.9,0.42,Medium
CVE-2020-4428,IBM,Data Risk Manager,CWE-78,Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection'),2021-11-03,2022-05-03,NETWORK,High,LOW,9.1,CRITICAL,Unknown,0.9,0.9,0.9,High
CVE-2019-4716,IBM,Planning Analytics,CWE-94,Improper Control of Generation of Code ('Code Injection'),2021-11-03,2022-05-03,NETWORK,Medium,LOW,9.8,CRITICAL,Unknown,0.6,0.9,0.72,High
CVE-2016-3715,ImageMagick,ImageMagick,CWE-284,Improper Access Control,2021-11-03,2022-05-03,LOCAL,,LOW,5.5,MEDIUM,Unknown,0.1,0.9,0.42,Medium
CVE-2016-3718,ImageMagick,ImageMagick,CWE-20,Improper Input Validation,2021-11-03,2022-05-03,LOCAL,High,LOW,5.5,MEDIUM,Unknown,0.9,0.9,0.9,High
CVE-2020-15505,Ivanti,MobileIron Multiple Products,CWE-706,Use of Incorrectly-Resolved Name or Reference,2021-11-03,2022-05-03,NETWORK,,LOW,9.8,CRITICAL,Unknown,0.1,0.9,0.42,Medium
CVE-2021-30116,Kaseya,Virtual System/Server Administrator (VSA),CWE-522,Insufficiently Protected Credentials,2021-11-03,2021-11-17,NETWORK,,LOW,9.8,CRITICAL,Known,0.1,0.9,0.42,Medium
CVE-2020-7961,Liferay,Liferay Portal,CWE-502,Deserialization of Untrusted Data,2021-11-03,2022-05-03,NETWORK,Medium,LOW,9.8,CRITICAL,Unknown,0.6,0.9,0.72,High
